Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,329/234,159/101,95/76,67/46,2/9,6/2
2024,24/26,16/10,1/10,5/3,1/2,1/1
2023,52/29,28/11,4/7,16/7,1/3,3/1
2022,13/16,-,9/8,3/8,-,1/0
2021,37/26,15/12,5/5,17/7,0/2,-
2020,24/14,4/5,2/3,17/6,-,1/0
2019,36/21,30/11,4/4,2/6,-,-
2018,23/32,13/16,8/10,2/4,0/2,-
2017,49/26,32/18,12/4,5/4,-,-
2016,46/18,16/7,30/10,0/1,-,-
2015,10/11,3/7,7/4,-,-,-
2014,6/5,-,6/5,-,-,-
2013,7/7,2/3,5/4,-,-,-
2012,2/3,0/1,2/2,-,-,-
