Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,54/67,23/31,31/36,-,-,-
2024,18/20,5/6,13/14,-,-,-
2023,17/16,11/12,6/4,-,-,-
2022,13/18,7/12,6/6,-,-,-
2021,6/13,0/1,6/12,-,-,-
