Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,249/233,202/179,23/27,9/14,-,15/13
2024,23/18,23/18,-,-,-,-
2023,36/34,26/21,6/8,-,-,4/5
2022,14/34,7/19,3/5,1/7,-,3/3
2021,38/28,34/26,1/1,-,-,3/1
2020,16/18,16/18,-,-,-,-
2019,13/25,12/21,-,0/1,-,1/3
2018,49/24,45/22,1/1,-,-,3/1
2017,20/21,19/19,0/1,1/1,-,-
2016,30/24,20/15,4/5,5/4,-,1/0
2015,10/7,-,8/6,2/1,-,-
