Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,168/145,24/32,127/88,17/24,0/1,-
2024,6/9,0/3,6/5,0/1,-,-
2023,31/24,0/1,27/18,4/4,0/1,-
2022,28/15,-,28/12,0/3,-,-
2021,36/20,15/10,16/7,5/3,-,-
2020,9/16,4/10,5/6,-,-,-
2019,19/23,2/1,15/17,2/5,-,-
2018,25/25,3/5,19/16,3/4,-,-
2017,14/10,0/1,11/7,3/2,-,-
2016,0/2,0/1,-,0/1,-,-
2015,0/1,-,-,0/1,-,-
