Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
ATP - SINGLES :  Shanghai (China),hard,header
09.10. 17:45,Zverev A.,0,4,5,,,,8,2,67%,67% (32/48),38% (9/24),64% (7/11),35% (18/52),46% (13/28),29% (2/7),30,14,46% (6/13),6,57% (41/72),39% (31/80),47% (72/152),3,64% (7/11),18% (2/11),41% (9/22),"['2', '2']","['4', '4']",[],[],[],1.13
09.10. 17:45,Goffin D.,2,6,7,,,,3,2,65%,65% (34/52),54% (15/28),71% (5/7),33% (16/48),63% (15/24),36% (4/11),30,16,90% (27/30),8,61% (49/80),43% (31/72),53% (80/152),3,82% (9/11),36% (4/11),59% (13/22),"['2', '1', '4', '3']","['2', '1', '6', '5']",[],[],[],6.10
08.10. 17:40,Zverev A.,2,7^8,2,7^7,,,11,2,77%,74% (60/81),46% (11/24),70% (7/10),27% (23/84),52% (16/31),10% (1/10),46,16,78% (21/27),5,68% (71/105),34% (39/115),50% (110/220),2,81% (13/16),6% (1/16),44% (14/32),[],"['1', '5']",[],[],[],1.23
08.10. 17:40,Griekspoor T.,1,6^6,6,6^5,,,11,1,73%,73% (61/84),48% (15/31),90% (9/10),26% (21/81),54% (13/24),30% (3/10),35,12,71% (20/28),6,66% (76/115),32% (34/105),50% (110/220),5,94% (15/16),19% (3/16),56% (18/32),[],"['1', '0', '3', '0', '5', '0']",[],[],[],4.28
05.10. 18:25,Zverev A.,2,6,6,,,,7,2,71%,83% (30/36),53% (8/15),100% (1/1),37% (17/46),56% (15/27),30% (3/10),18,18,56% (9/16),8,75% (38/51),44% (32/73),56% (70/124),3,100% (9/9),33% (3/9),67% (12/18),"['4', '3']","['1', '0', '4', '1']",[],[],[],1.19
05.10. 18:25,Bellucci M.,0,4,2,,,,7,2,63%,63% (29/46),44% (12/27),70% (7/10),17% (6/36),47% (7/15),0% (0/1),13,31,75% (3/4),4,56% (41/73),25% (13/51),44% (54/124),1,67% (6/9),0% (0/9),33% (6/18),[],[],[],[],[],4.81
ATP - SINGLES :  Laver Cup (World),hard,header
22.09. 20:40,Zverev A.,2,6^5,7,10,,,12,0,74%,79% (50/63),45% (10/22),50% (1/2),26% (14/53),51% (22/43),22% (2/9),33,20,5,70% (61/87),38% (36/96),53% (97/183),3,92% (11/12),17% (2/12),54% (13/24),[],"['4', '4', '7', '5']","['2', '1', '3', '3', '4', '3', '6', '5', '9', '5', '10', '5']",[],[],1.59
22.09. 20:40,Tiafoe F.,1,7^7,5,5,,,7,2,55%,74% (39/53),49% (21/43),78% (7/9),21% (13/63),55% (12/22),50% (1/2),32,31,8,63% (60/96),30% (26/87),47% (86/183),3,83% (10/12),8% (1/12),46% (11/24),[],"['3', '2']","['2', '2', '3', '2', '4', '4']",[],[],2.39
21.09. 22:55,Zverev A.,0,4,5,,,,3,2,75%,60% (31/52),53% (9/17),57% (4/7),13% (5/38),52% (17/33),20% (1/5),14,28,5,58% (40/69),31% (22/71),44% (62/140),3,73% (8/11),9% (1/11),41% (9/22),[],"['2', '1']",[],[],[],1.63
21.09. 22:55,Fritz T.,2,6,7,,,,8,3,54%,87% (33/38),48% (16/33),80% (4/5),40% (21/52),47% (8/17),43% (3/7),35,14,6,69% (49/71),42% (29/69),56% (78/140),3,91% (10/11),27% (3/11),59% (13/22),"['6', '4']","['4', '4', '7', '5']",[],[],[],2.32
ATP - SINGLES :  US Open (USA),hard,header
ATP - SINGLES :  US Open (USA),hard,header
