Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,420/252,69/49,247/130,54/40,44/30,6/3
2024,44/17,15/7,18/8,-,10/2,1/0
2023,56/25,11/6,36/11,6/4,3/4,-
2022,49/21,5/3,24/8,9/5,8/3,3/2
2021,36/27,4/5,22/18,8/3,2/1,-
2020,25/22,2/3,20/14,2/5,-,1/0
2019,40/31,12/8,17/14,3/5,7/3,1/1
2018,46/29,6/5,29/12,5/6,6/6,-
2017,39/26,-,24/16,10/5,5/5,-
2016,35/30,1/4,26/16,7/5,1/5,-
2015,28/11,3/1,19/7,4/2,2/1,-
2014,21/11,9/5,12/6,-,-,-
2013,1/2,1/2,-,-,-,-
