Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,51/38,10/5,39/29,2/4,-,-
2024,7/8,1/1,6/7,-,-,-
2023,14/11,6/3,7/5,1/3,-,-
2022,17/10,3/1,13/8,1/1,-,-
2021,13/9,-,13/9,-,-,-
