Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,67/71,7/14,53/52,7/5,-,-
2024,6/13,4/6,1/6,1/1,-,-
2023,21/17,1/2,20/15,-,-,-
2022,11/10,0/2,7/6,4/2,-,-
2021,14/11,-,14/10,0/1,-,-
2020,4/5,-,4/5,-,-,-
2019,9/10,2/4,5/5,2/1,-,-
2018,0/2,-,0/2,-,-,-
2017,2/2,-,2/2,-,-,-
2015,0/1,-,0/1,-,-,-
