Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,29/27,26/23,0/1,-,-,3/3
2024,13/9,13/8,-,-,-,0/1
2023,14/15,11/12,0/1,-,-,3/2
2022,2/3,2/3,-,-,-,-
