Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,90/64,8/4,82/60,-,-,-
2024,11/14,-,11/14,-,-,-
2023,40/27,2/2,38/25,-,-,-
2022,30/16,-,30/16,-,-,-
2019,9/6,6/2,3/4,-,-,-
2018,0/1,-,0/1,-,-,-
