Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,158/59,134/51,0/1,0/1,-,24/6
2024,56/16,46/13,-,0/1,-,10/2
2023,52/22,43/19,-,-,-,9/3
2022,39/15,34/14,-,-,-,5/1
2021,10/5,10/4,0/1,-,-,-
2020,1/1,1/1,-,-,-,-
