Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,219/176,96/83,109/83,14/10,-,-
2024,31/23,11/13,20/10,-,-,-
2023,37/28,17/18,20/9,0/1,-,-
2022,15/19,2/4,13/14,0/1,-,-
2021,24/21,10/8,14/13,-,-,-
2020,8/9,3/3,0/4,5/2,-,-
2019,18/15,11/9,7/6,-,-,-
2018,32/25,9/11,21/11,2/3,-,-
2017,33/22,21/12,9/8,3/2,-,-
2016,17/10,8/2,5/7,4/1,-,-
2015,4/4,4/3,0/1,-,-,-
