Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,159/142,63/62,92/76,4/4,-,-
2024,9/15,5/5,4/10,-,-,-
2023,33/26,6/8,26/17,1/1,-,-
2022,10/8,7/6,3/2,-,-,-
2021,32/23,5/5,27/18,-,-,-
2020,19/19,3/4,16/15,-,-,-
2019,18/18,10/10,7/7,1/1,-,-
2018,28/25,17/16,9/7,2/2,-,-
2017,10/8,10/8,-,-,-,-
