Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
ITF WOMEN - SINGLES :  W35 Santa Margherita di Pula 7 (Italy),clay,header
17.09. 17:40,Samson L.,0,3,1,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['2', '3']","['1', '3']",[],[],[],1.66
17.09. 17:40,Schunk N.,2,6,6,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['3', '1', '4', '2']","['1', '0', '3', '0', '4', '1', '6', '1']",[],[],[],2.05
WTA - SINGLES :  Livesport Prague Open (Czech Republic),clay,header
25.07. 14:40,Frech M.,1,3,6,4,,,2,2,59%,58% (21/36),48% (12/25),33% (2/6),53% (21/40),61% (19/31),54% (7/13),8,54% (33/61),56% (40/71),55% (73/132),6,60% (6/10),64% (7/11),62% (13/21),"['2', '1', '3', '2']","['2', '0', '4', '0', '6', '0']","['1', '1', '4', '2']",[],[],1.36
25.07. 14:40,Samson L.,1,6,0,2,,,2,4,56%,48% (19/40),39% (12/31),46% (6/13),42% (15/36),52% (13/25),67% (4/6),5,44% (31/71),46% (28/61),45% (59/132),4,36% (4/11),40% (4/10),38% (8/21),"['2', '2', '3', '3', '5', '3']",[],"['1', '0']",[],[],3.20
24.07. 19:10,Samson L.,2,2,6,7,,,1,4,62%,59% (43/73),39% (17/44),46% (6/13),56% (29/52),47% (15/32),47% (7/15),6,51% (60/117),52% (44/84),52% (104/201),2,53% (8/15),50% (7/14),52% (15/29),[],"['3', '1', '4', '2', '5', '3']","['2', '1', '3', '2', '4', '3', '6', '5']",[],[],3.42
24.07. 19:10,Selekhmeteva O.,1,6,3,5,,,0,4,62%,44% (23/52),53% (17/32),53% (8/15),41% (30/73),61% (27/44),54% (7/13),5,48% (40/84),49% (57/117),48% (97/201),3,50% (7/14),47% (7/15),48% (14/29),"['2', '1', '5', '2']","['2', '3', '3', '4']","['2', '2', '3', '3', '5', '5']",[],[],1.32
23.07. 18:20,Samson L.,2,1,7,6,,,2,6,64%,56% (35/62),37% (13/35),50% (8/16),43% (22/51),61% (31/51),50% (8/16),8,49% (48/97),52% (53/102),51% (101/199),5,43% (6/14),57% (8/14),50% (14/28),"['1', '5']","['1', '0', '4', '3', '6', '5']","['1', '0', '2', '3', '4', '3', '6', '3']",[],[],5.49
23.07. 18:20,Siniakova K.,1,6,5,3,,,0,11,50%,57% (29/51),39% (20/51),50% (8/16),44% (27/62),63% (22/35),50% (8/16),7,48% (49/102),51% (49/97),49% (98/199),5,43% (6/14),57% (8/14),50% (14/28),"['1', '0', '3', '0', '5', '0', '6', '1']","['2', '2', '5', '5']","['1', '1', '3', '1']",[],[],1.10
22.07. 16:35,Samson L.,2,6,6,,,,0,1,55%,81% (17/21),59% (10/17),0% (0/1),59% (23/39),63% (12/19),46% (6/13),7,71% (27/38),60% (35/58),65% (62/96),8,86% (6/7),86% (6/7),86% (12/14),"['1', '0', '3', '0', '5', '0']","['1', '0', '3', '2', '5', '2']",[],[],[],2.12
22.07. 16:35,Wurth T.,0,0,2,,,,0,2,67%,41% (16/39),37% (7/19),54% (7/13),19% (4/21),41% (7/17),100% (1/1),6,40% (23/58),29% (11/38),35% (34/96),2,14% (1/7),14% (1/7),14% (2/14),[],"['2', '2']",[],[],[],1.74
GIRLS - SINGLES :  Wimbledon (United Kingdom),grass,header
11.07. 17:50,Samson L.,0,3,4,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[],[],[],[],[],0
11.07. 17:50,Kostovic T.,2,6,6,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['3', '1']","['1', '0']",[],[],[],0
10.07. 20:00,Samson L.,2,7,6,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['2', '2', '7', '5']","['2', '0']",[],[],[],0
10.07. 20:00,Cinalli L. M.,0,5,3,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['2', '1']",[],[],[],[],0
