Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,17/22,6/6,11/15,-,-,0/1
2024,5/7,3/3,2/4,-,-,-
2023,1/1,1/1,-,-,-,-
2022,9/10,2/2,7/7,-,-,0/1
2021,2/4,-,2/4,-,-,-
