Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,204/108,15/14,113/49,55/31,21/14,-
2024,34/17,1/1,20/9,6/3,7/4,-
2023,39/25,3/2,14/9,16/9,6/5,-
2022,39/27,3/2,13/12,18/10,5/3,-
2021,32/17,1/2,18/9,10/4,3/2,-
2020,6/9,0/2,3/3,3/4,-,-
2019,33/8,-,31/7,2/1,-,-
2018,17/2,3/2,14/0,-,-,-
2017,4/3,4/3,-,-,-,-
