Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,60/69,6/13,34/28,20/28,-,-
2024,13/19,2/6,8/7,3/6,-,-
2023,12/20,1/2,7/9,4/9,-,-
2022,29/25,3/5,17/10,9/10,-,-
2021,6/5,-,2/2,4/3,-,-
