Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,73/76,63/59,4/8,4/6,-,2/3
2024,20/14,20/14,-,-,-,-
2023,9/12,7/8,-,0/1,-,2/3
2022,15/20,8/13,3/4,4/3,-,-
2021,4/5,4/5,-,-,-,-
2018,2/2,2/2,-,-,-,-
2017,4/5,4/4,-,0/1,-,-
2016,7/2,7/2,-,-,-,-
2015,11/13,10/8,1/4,0/1,-,-
2014,1/3,1/3,-,-,-,-
