Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,62/77,36/42,25/26,1/7,0/2,-
2024,15/22,8/11,7/6,0/5,-,-
2023,18/22,8/12,9/7,1/1,0/2,-
2022,14/11,10/7,4/4,-,-,-
2021,11/16,9/11,2/4,0/1,-,-
2020,4/6,1/1,3/5,-,-,-
