Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,174/98,169/89,4/4,-,-,1/5
2024,17/14,17/13,0/1,-,-,-
2023,59/33,58/28,-,-,-,1/5
2022,31/16,31/16,-,-,-,-
2021,43/20,39/17,4/3,-,-,-
2017,14/9,14/9,-,-,-,-
2016,10/6,10/6,-,-,-,-
