Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,158/144,67/59,57/51,34/34,-,-
2024,28/20,14/9,6/6,8/5,-,-
2023,38/28,16/12,16/9,6/7,-,-
2022,28/27,10/8,12/9,6/10,-,-
2021,22/23,12/14,4/4,6/5,-,-
2020,7/11,0/1,1/6,6/4,-,-
2019,20/25,7/11,12/12,1/2,-,-
2018,15/10,8/4,6/5,1/1,-,-
