Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,9/18,8/16,1/2,-,-,-
2024,8/14,8/14,-,-,-,-
2023,1/3,0/1,1/2,-,-,-
2022,0/1,0/1,-,-,-,-
