Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,217/189,153/141,64/48,-,-,-
2024,12/21,9/16,3/5,-,-,-
2023,28/24,20/17,8/7,-,-,-
2022,38/29,26/24,12/5,-,-,-
2021,31/22,22/16,9/6,-,-,-
2020,17/18,6/8,11/10,-,-,-
2019,43/31,30/24,13/7,-,-,-
2018,34/25,30/21,4/4,-,-,-
2017,12/15,9/14,3/1,-,-,-
2016,2/4,1/1,1/3,-,-,-
