Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,357/184,189/98,114/56,40/23,3/5,11/2
2024,28/25,20/15,1/4,3/4,0/1,4/1
2023,37/28,22/13,12/11,1/2,2/2,-
2022,36/17,25/9,5/5,5/2,1/1,-
2021,25/11,11/7,10/2,4/2,-,-
2020,14/4,4/2,-,7/2,-,3/0
2019,25/22,10/10,10/8,1/2,0/1,4/1
2018,54/20,31/11,14/5,9/4,-,-
2017,42/18,32/11,5/4,5/3,-,-
2016,39/15,6/5,30/9,3/1,-,-
2015,27/6,10/4,15/1,2/1,-,-
2014,19/12,9/6,10/6,-,-,-
2013,11/6,9/5,2/1,-,-,-
