Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,126/139,78/82,32/36,16/21,-,-
2024,24/12,24/11,-,0/1,-,-
2023,20/24,13/16,3/4,4/4,-,-
2022,17/22,1/6,12/10,4/6,-,-
2021,27/29,11/14,11/11,5/4,-,-
2020,15/12,14/10,1/2,-,-,-
2019,14/25,10/16,4/7,0/2,-,-
2018,8/12,4/7,1/2,3/3,-,-
2017,1/2,1/1,-,0/1,-,-
2016,0/1,0/1,-,-,-,-
