Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,163/92,130/65,21/15,11/11,-,1/1
2024,45/22,43/20,0/1,2/1,-,-
2023,45/20,36/10,2/2,7/8,-,-
2022,9/10,0/1,7/7,2/1,-,0/1
2021,17/7,4/2,12/4,0/1,-,1/0
2020,2/2,2/2,-,-,-,-
2019,0/1,-,0/1,-,-,-
2018,21/13,21/13,-,-,-,-
2017,19/14,19/14,-,-,-,-
2016,5/3,5/3,-,-,-,-
