Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,157/81,14/11,143/69,0/1,-,-
2024,33/17,0/1,33/16,-,-,-
2023,32/22,3/4,29/17,0/1,-,-
2022,79/37,11/6,68/31,-,-,-
2021,13/5,-,13/5,-,-,-
