Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,50/49,33/18,15/26,2/5,-,-
2024,13/6,9/5,4/1,-,-,-
2023,13/17,12/8,0/5,1/4,-,-
2022,7/6,-,7/6,-,-,-
2021,3/9,1/2,2/7,-,-,-
2020,0/3,-,0/3,-,-,-
2019,6/5,4/2,2/3,-,-,-
2018,8/3,7/1,0/1,1/1,-,-
