Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,155/123,67/57,66/37,22/29,-,-
2024,0/1,-,-,0/1,-,-
2023,16/18,1/6,12/8,3/4,-,-
2022,34/17,14/9,19/6,1/2,-,-
2021,33/24,12/11,21/12,0/1,-,-
2020,11/9,1/1,9/7,1/1,-,-
2019,25/22,20/15,1/1,4/6,-,-
2018,29/22,14/11,4/3,11/8,-,-
2017,6/4,5/3,-,1/1,-,-
2016,0/1,-,-,0/1,-,-
2015,0/2,0/1,-,0/1,-,-
2014,1/2,-,-,1/2,-,-
2013,0/1,-,-,0/1,-,-
