Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,52/32,3/4,44/23,4/3,1/2,-
2024,23/8,-,22/7,-,1/1,-
2023,9/10,-,6/7,3/2,0/1,-
2021,15/4,-,15/4,-,-,-
2019,5/9,3/3,1/5,1/1,-,-
2018,0/1,0/1,-,-,-,-
