Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
CHALLENGER MEN - SINGLES :  Savannah (USA),clay,header
27.04. 01:50,Spizzirri E.,1,4,7,3,,,1,3,70%,63% (39/62),42% (11/26),42% (5/12),31% (18/59),58% (26/45),28% (5/18),57% (50/88),42% (44/104),49% (94/192),3,0,56% (9/16),33% (5/15),45% (14/31),[],[],[],[],[],1.44
27.04. 01:50,Mejia N.,2,6,5,6,,,2,4,57%,69% (41/59),42% (19/45),72% (13/18),37% (23/62),58% (15/26),58% (7/12),58% (60/104),43% (38/88),51% (98/192),7,0,67% (10/15),44% (7/16),55% (17/31),[],[],[],[],[],2.66
26.04. 03:10,Spizzirri E.,2,6,7,,,,0,2,69%,56% (25/45),45% (9/20),56% (5/9),49% (20/41),75% (15/20),70% (7/10),52% (34/65),57% (35/61),55% (69/126),7,0,60% (6/10),64% (7/11),62% (13/21),[],[],[],[],[],1.56
26.04. 03:10,Kozlov S.,0,3,5,,,,2,3,67%,51% (21/41),25% (5/20),30% (3/10),44% (20/45),55% (11/20),44% (4/9),43% (26/61),48% (31/65),45% (57/126),3,0,36% (4/11),40% (4/10),38% (8/21),[],[],[],[],[],2.33
25.04. 03:20,Spizzirri E.,2,6,6,,,,0,1,52%,59% (20/34),55% (17/31),50% (2/4),41% (13/32),83% (19/23),55% (6/11),57% (37/65),58% (32/55),58% (69/120),7,0,75% (6/8),75% (6/8),75% (12/16),[],[],[],[],[],1.43
25.04. 03:20,Perez A.,0,3,1,,,,1,2,58%,59% (19/32),17% (4/23),45% (5/11),41% (14/34),45% (14/31),50% (2/4),42% (23/55),43% (28/65),43% (51/120),3,1,25% (2/8),25% (2/8),25% (4/16),[],[],[],[],[],2.69
23.04. 03:10,Spizzirri E.,2,6,6,,,,2,1,69%,84% (31/37),65% (11/17),100% (1/1),29% (13/45),54% (13/24),22% (2/9),78% (42/54),38% (26/69),55% (68/123),5,0,100% (10/10),20% (2/10),60% (12/20),[],[],[],[],[],1.26
23.04. 03:10,Seggerman R.,0,4,4,,,,2,1,65%,71% (32/45),46% (11/24),78% (7/9),16% (6/37),35% (6/17),0% (0/1),62% (43/69),22% (12/54),45% (55/123),5,1,80% (8/10),0% (0/10),40% (8/20),[],[],[],[],[],3.63
CHALLENGER MEN - SINGLES :  Tallahassee (USA),clay,header
16.04. 00:25,Spizzirri E.,0,3,5,,,,4,6,60%,58% (30/52),44% (15/34),56% (5/9),32% (14/44),45% (15/33),22% (2/9),52% (45/86),38% (29/77),45% (74/163),2,0,60% (6/10),18% (2/11),38% (8/21),[],[],[],[],[],1.36
16.04. 00:25,Cassone M.,2,6,7,,,,7,2,57%,68% (30/44),55% (18/33),78% (7/9),42% (22/52),56% (19/34),44% (4/9),62% (48/77),48% (41/86),55% (89/163),8,0,82% (9/11),40% (4/10),62% (13/21),[],[],[],[],[],2.99
CHALLENGER MEN - SINGLES :  Sarasota (USA),clay,header
12.04. 22:50,Spizzirri E.,0,6^6,4,,,,0,0,62%,70% (32/46),61% (17/28),33% (1/3),27% (12/44),35% (7/20),25% (1/4),66% (49/74),30% (19/64),49% (68/138),5,0,82% (9/11),9% (1/11),45% (10/22),[],[],[],[],[],3.20
12.04. 22:50,Nava E.,2,7^8,6,,,,4,2,69%,73% (32/44),65% (13/20),75% (3/4),30% (14/46),39% (11/28),67% (2/3),70% (45/64),34% (25/74),51% (70/138),5,0,91% (10/11),18% (2/11),55% (12/22),[],[],[],[],[],1.32
11.04. 20:40,Spizzirri E.,2,6,6,,,,0,4,66%,64% (35/55),32% (9/28),60% (6/10),56% (19/34),46% (11/24),55% (6/11),53% (44/83),52% (30/58),52% (74/141),7,0,60% (6/10),60% (6/10),60% (12/20),[],[],[],[],[],1.50
11.04. 20:40,Blancaneaux G.,0,4,4,,,,2,1,59%,44% (15/34),54% (13/24),45% (5/11),36% (20/55),68% (19/28),40% (4/10),48% (28/58),47% (39/83),48% (67/141),3,2,40% (4/10),40% (4/10),40% (8/20),[],[],[],[],[],2.48
