Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,28/43,11/25,4/7,13/11,-,-
2024,18/26,7/17,1/1,10/8,-,-
2023,9/13,4/5,3/6,2/2,-,-
2022,0/3,0/3,-,-,-,-
2021,1/1,-,-,1/1,-,-
