Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,342/244,262/162,60/61,12/14,5/6,3/1
2024,28/20,21/12,1/3,3/4,3/1,-
2023,26/29,15/12,11/14,0/1,0/2,-
2022,42/35,28/21,10/11,-,1/2,3/1
2021,74/27,66/18,7/8,-,1/1,-
2020,65/51,40/35,24/15,1/1,-,-
2019,21/21,20/18,1/2,0/1,-,-
2018,28/28,21/20,4/5,3/3,-,-
2017,45/24,38/17,2/3,5/4,-,-
2016,13/9,13/9,-,-,-,-
