Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,41/31,9/6,21/22,9/2,-,2/1
2024,18/9,5/3,8/5,5/1,-,-
2023,11/11,3/1,4/9,4/1,-,-
2022,12/7,1/1,9/5,-,-,2/1
2021,0/3,-,0/3,-,-,-
2019,0/1,0/1,-,-,-,-
