Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,88/73,5/4,76/60,7/9,-,-
2024,5/3,-,5/3,-,-,-
2023,9/8,-,9/8,-,-,-
2022,11/10,4/2,7/7,0/1,-,-
2021,1/1,-,1/1,-,-,-
2019,3/6,-,3/6,-,-,-
2018,29/18,1/1,27/15,1/2,-,-
2017,9/8,-,6/5,3/3,-,-
2016,10/8,0/1,7/5,3/2,-,-
2015,6/5,-,6/5,-,-,-
2014,5/5,-,5/4,0/1,-,-
2013,0/1,-,0/1,-,-,-
