Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,221/112,34/25,47/28,135/52,5/7,-
2024,20/17,13/10,3/1,4/5,0/1,-
2023,38/17,12/7,1/3,25/7,-,-
2022,40/24,7/6,8/6,24/10,1/2,-
2021,43/12,0/1,14/5,25/3,4/3,-
2020,39/16,2/1,2/3,35/12,-,-
2019,29/16,-,17/8,12/8,-,-
2018,3/5,-,1/1,2/3,0/1,-
2017,9/5,-,1/1,8/4,-,-
