Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,202/161,17/10,105/85,74/56,6/10,-
2023,1/2,-,-,1/2,-,-
2022,8/12,-,1/4,7/8,-,-
2021,40/23,13/6,8/9,19/7,0/1,-
2020,43/28,-,18/10,25/18,-,-
2019,20/23,3/3,9/14,8/6,-,-
2018,32/27,-,27/20,5/6,0/1,-
2017,36/25,-,33/21,3/4,-,-
2016,10/6,-,7/4,3/2,-,-
2014,1/4,-,1/1,-,0/3,-
2013,3/2,-,-,-,3/2,-
2012,7/8,1/1,1/2,2/2,3/3,-
2011,1/1,-,-,1/1,-,-
