Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
ATP - SINGLES :  Shanghai (China),hard,header
11.10.2022,Olivieri G. A.,2,7,2,6,,,1,1,65%,68% (41/60),42% (14/33),60% (6/10),42% (26/62),53% (8/15),71% (5/7),11,59% (55/93),44% (34/77),52% (89/170),6,71% (10/14),36% (5/14),54% (15/28),"['5', '5', '7', '5']",[],"['2', '2', '4', '2', '6', '2']",[],[],2.33
CHALLENGER MEN - SINGLES :  Rio de Janeiro (Brazil) - Qualification,clay,header
09.10.2022,Navone M.,2,6,2,6,,,3,4,60%,59% (26/44),52% (15/29),44% (4/9),33% (17/51),84% (26/31),70% (7/10),8,56% (41/73),52% (43/82),54% (84/155),6,58% (7/12),58% (7/12),58% (14/24),"['3', '2', '5', '2']","['1', '0', '2', '1']","['1', '2', '3', '2', '5', '2']",[],[],1.03
09.10.2022,Tosetto R.,1,2,6,2,,,4,1,62%,67% (34/51),16% (5/31),30% (3/10),41% (18/44),48% (14/29),56% (5/9),6,48% (39/82),44% (32/73),46% (71/155),7,42% (5/12),42% (5/12),42% (10/24),[],"['1', '1', '2', '2', '4', '2', '6', '2']","['2', '0']",[],[],8.30
CHALLENGER MEN - SINGLES :  Buenos Aires 2 (Argentina),clay,header
01.10.2022,Navone M.,0,3,5,,,,0,3,79%,57% (35/61),31% (5/16),50% (5/10),35% (18/51),47% (9/19),20% (2/10),7,52% (40/77),39% (27/70),46% (67/147),5,55% (6/11),20% (2/10),38% (8/21),[],"['2', '5', '4', '5']",[],[],[],2.54
01.10.2022,Cerundolo J. M.,2,6,7,,,,0,0,73%,65% (33/51),53% (10/19),80% (8/10),43% (26/61),69% (11/16),50% (5/10),6,61% (43/70),48% (37/77),54% (80/147),7,80% (8/10),45% (5/11),62% (13/21),"['3', '2', '6', '3']","['2', '0', '4', '0', '7', '5']",[],[],[],1.50
30.09.2022,Navone M.,2,6,6,,,,0,6,71%,64% (28/44),39% (7/18),71% (5/7),59% (16/27),63% (10/16),86% (6/7),6,56% (35/62),60% (26/43),58% (61/105),8,75% (6/8),75% (6/8),75% (12/16),"['2', '1', '4', '3', '6', '3']","['2', '0', '4', '0', '5', '1']",[],[],[],1.83
30.09.2022,Seyboth Wild T.,0,3,1,,,,2,1,63%,41% (11/27),38% (6/16),14% (1/7),36% (16/44),61% (11/18),29% (2/7),4,40% (17/43),44% (27/62),42% (44/105),2,25% (2/8),25% (2/8),25% (4/16),"['2', '2']","['1', '4']",[],[],[],1.94
30.09.2022,Navone M.,2,4,6,6,,,2,4,66%,65% (34/52),44% (12/27),20% (1/5),55% (28/51),50% (16/32),58% (7/12),10,58% (46/79),53% (44/83),56% (90/162),8,69% (9/13),54% (7/13),62% (16/26),"['2', '3', '4', '5']","['4', '3', '6', '3']","['2', '0', '4', '0', '5', '1']",[],[],1.54
30.09.2022,Sanchez Jover C.,1,6,3,1,,,0,1,61%,45% (23/51),50% (16/32),42% (5/12),35% (18/52),56% (15/27),80% (4/5),5,47% (39/83),42% (33/79),44% (72/162),3,46% (6/13),31% (4/13),38% (10/26),"['2', '0', '4', '2', '6', '4']",[],"['1', '4']",[],[],2.42
27.09.2022,Navone M.,2,6,6,,,,1,4,65%,71% (22/31),53% (9/17),0% (0/2),46% (25/54),65% (17/26),29% (5/17),7,65% (31/48),53% (42/80),57% (73/128),4,78% (7/9),56% (5/9),67% (12/18),"['3', '1', '6', '2']","['2', '0', '5', '3', '6', '4']",[],[],[],1.97
27.09.2022,Meligeni Alves F.,0,2,4,,,,0,2,68%,54% (29/54),35% (9/26),71% (12/17),29% (9/31),47% (8/17),100% (2/2),5,48% (38/80),35% (17/48),43% (55/128),2,44% (4/9),22% (2/9),33% (6/18),[],"['1', '2', '4', '5']",[],[],[],1.78
CHALLENGER MEN - SINGLES :  Villa Maria (Argentina),clay,header
25.09.2022,Navone M.,0,5,3,,,,0,1,68%,44% (17/39),44% (8/18),33% (3/9),38% (17/45),52% (12/23),67% (4/6),4,44% (25/57),43% (29/68),43% (54/125),2,40% (4/10),36% (4/11),38% (8/21),"['1', '0', '4', '5']","['1', '0', '3', '4']",[],[],[],2.11
25.09.2022,Kicker N.,2,7,6,,,,1,1,66%,62% (28/45),48% (11/23),33% (2/6),56% (22/39),56% (10/18),67% (6/9),7,57% (39/68),56% (32/57),57% (71/125),2,64% (7/11),60% (6/10),62% (13/21),"['1', '1', '5', '3', '7', '5']","['1', '1', '4', '2', '5', '3']",[],[],[],1.70
24.09.2022,Navone M.,2,6,6,,,,2,3,77%,63% (26/41),42% (5/12),25% (1/4),45% (13/29),69% (18/26),60% (6/10),7,58% (31/53),56% (31/55),57% (62/108),5,67% (6/9),67% (6/9),67% (12/18),"['1', '0', '4', '3', '6', '3']","['3', '1', '4', '2', '5', '3']",[],[],[],3.50
24.09.2022,Bagnis F.,0,3,3,,,,1,2,53%,55% (16/29),31% (8/26),40% (4/10),37% (15/41),58% (7/12),75% (3/4),6,44% (24/55),42% (22/53),43% (46/108),3,33% (3/9),33% (3/9),33% (6/18),"['2', '2']","['2', '3', '3', '4']",[],[],[],1.29
24.09.2022,Navone M.,2,6,7^7,,,,0,1,73%,58% (25/43),38% (6/16),17% (1/6),52% (25/48),65% (24/37),50% (7/14),7,53% (31/59),58% (49/85),56% (80/144),5,50% (5/10),70% (7/10),60% (12/20),"['1', '1', '3', '1', '4', '2', '6', '2']","['2', '0', '3', '1', '6', '6']",[],[],[],2.92
24.09.2022,Cerundolo J. M.,0,2,6^5,,,,0,4,56%,48% (23/48),35% (13/37),50% (7/14),42% (18/43),63% (10/16),83% (5/6),6,42% (36/85),47% (28/59),44% (64/144),3,30% (3/10),50% (5/10),40% (8/20),"['1', '0', '2', '3']","['1', '2', '3', '4', '6', '5']",[],[],[],1.39
23.09.2022,Navone M.,2,6,7^7,,,,0,4,71%,65% (30/46),58% (11/19),75% (6/8),43% (20/46),64% (21/33),45% (5/11),10,63% (41/65),52% (41/79),57% (82/144),4,78% (7/9),50% (5/10),63% (12/19),"['1', '0', '3', '0', '6', '1']","['1', '1', '3', '1']",[],[],[],4.30
23.09.2022,Ugo Carabelli C.,0,1,6^2,,,,0,4,58%,57% (26/46),36% (12/33),55% (6/11),35% (16/46),42% (8/19),25% (2/8),4,48% (38/79),37% (24/65),43% (62/144),2,50% (5/10),22% (2/9),37% (7/19),[],"['1', '0', '2', '3']",[],[],[],1.21
20.09.2022,Navone M.,2,7^7,6,,,,1,3,64%,73% (36/49),44% (12/27),71% (5/7),40% (19/48),48% (13/27),30% (3/10),6,63% (48/76),43% (32/75),53% (80/151),5,82% (9/11),30% (3/10),57% (12/21),"['1', '0']","['3', '3', '5', '3']",[],[],[],1.59
20.09.2022,Villanueva G.,0,6^5,3,,,,2,2,64%,60% (29/48),52% (14/27),70% (7/10),27% (13/49),56% (15/27),29% (2/7),6,57% (43/75),37% (28/76),47% (71/151),3,70% (7/10),18% (2/11),43% (9/21),"['4', '4']","['2', '1']",[],[],[],2.27
CHALLENGER MEN - SINGLES :  Como (Italy) - Qualification,clay,header
29.08.2022,Navone M.,1,4,7,,,,0,1,71%,58% (28/48),65% (13/20),67% (6/9),35% (18/51),52% (15/29),25% (3/12),7,60% (41/68),41% (33/80),50% (74/148),2,73% (8/11),27% (3/11),50% (11/22),"['4', '5']","['5', '4', '6', '5']",[],[],[],1.66
29.08.2022,Vincent Ruggeri S.,1,6,5,,,,2,6,64%,65% (33/51),48% (14/29),75% (9/12),42% (20/48),35% (7/20),33% (3/9),6,59% (47/80),40% (27/68),50% (74/148),3,73% (8/11),27% (3/11),50% (11/22),"['4', '2', '6', '4']","['5', '5']",[],[],[],2.11
28.08.2022,Navone M.,2,2,7,6,,,2,7,69%,58% (38/66),40% (12/30),56% (9/16),46% (37/81),54% (20/37),50% (7/14),7,52% (50/96),48% (57/118),50% (107/214),6,53% (8/15),47% (7/15),50% (15/30),"['1', '4']","['1', '0', '4', '3', '6', '5']","['1', '4', '3', '4', '5', '4']",[],[],1.42
28.08.2022,Martineau M.,1,6,5,4,,,3,3,69%,54% (44/81),46% (17/37),50% (7/14),42% (28/66),60% (18/30),44% (7/16),5,52% (61/118),48% (46/96),50% (107/214),4,53% (8/15),47% (7/15),50% (15/30),"['2', '0', '4', '0', '6', '2']","['1', '1', '5', '5']","['2', '0', '4', '0']",[],[],2.75
CHALLENGER MEN - SINGLES :  Prague 3 (Czech Republic),clay,header
26.08.2022,Navone M.,0,6^3,3,,,,0,6,61%,55% (27/49),39% (12/31),50% (5/10),38% (18/47),44% (16/36),27% (3/11),6,49% (39/80),41% (34/83),45% (73/163),2,55% (6/11),30% (3/10),43% (9/21),"['1', '0', '3', '4']","['1', '1']",[],[],[],2.30
26.08.2022,Domingues J.,2,7^7,6,,,,0,0,57%,62% (29/47),56% (20/36),73% (8/11),45% (22/49),61% (19/31),50% (5/10),7,59% (49/83),51% (41/80),55% (90/163),4,70% (7/10),45% (5/11),57% (12/21),"['2', '2', '4', '2']","['1', '0', '4', '3', '6', '3']",[],[],[],1.60
24.08.2022,Navone M.,2,7,6,,,,0,0,73%,69% (24/35),15% (2/13),33% (2/6),49% (19/39),72% (26/36),50% (8/16),11,54% (26/48),60% (45/75),58% (71/123),6,56% (5/9),80% (8/10),68% (13/19),"['1', '2', '2', '3', '3', '4', '5', '4', '6', '5']","['2', '1', '4', '1', '6', '1']",[],[],[],1.79
24.08.2022,Squire H.,0,5,1,,,,1,11,52%,51% (20/39),28% (10/36),50% (8/16),31% (11/35),85% (11/13),67% (4/6),4,40% (30/75),46% (22/48),42% (52/123),2,20% (2/10),44% (4/9),32% (6/19),"['2', '0', '3', '1', '4', '2', '5', '5']",[],[],[],[],1.98
22.08.2022,Navone M.,2,6,6,,,,0,4,64%,63% (20/32),56% (10/18),40% (2/5),48% (16/33),73% (16/22),46% (6/13),9,60% (30/50),58% (32/55),59% (62/105),8,67% (6/9),75% (6/8),71% (12/17),"['1', '1', '2', '4', '4', '4', '6', '4']","['2', '0', '5', '1']",[],[],[],2.36
22.08.2022,Fils A.,0,4,1,,,,0,4,60%,52% (17/33),27% (6/22),54% (7/13),38% (12/32),44% (8/18),60% (3/5),6,42% (23/55),40% (20/50),41% (43/105),3,25% (2/8),33% (3/9),29% (5/17),"['1', '0', '2', '1', '4', '1']",[],[],[],[],1.55
ITF MEN - SINGLES :  M25 Koksijde (Belgium),clay,header
ITF MEN - SINGLES :  M25 Padova (Italy),clay,header
ITF MEN - SINGLES :  M25 Agadir (Morocco),clay,header
ITF MEN - SINGLES :  M25 Denia (Spain),clay,header
31.07.2022,Navone M.,1,6,3,2,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['4', '2']","['2', '5']",[],[],[],2.99
31.07.2022,Hardt N.,2,3,6,6,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[],"['3', '1', '5', '1']","['2', '1', '4', '1']",[],[],1.40
30.07.2022,Navone M.,2,6,6,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['4', '3', '6', '3']","['3', '1', '5', '1']",[],[],[],1.81
30.07.2022,Martinez Martinez J.,0,3,1,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[],[],[],[],[],2.00
29.07.2022,Navone M.,2,6,7^10,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['1', '0', '4', '1']","['3', '2', '6', '5']",[],[],[],1.49
29.07.2022,Vidal Azorin J. F.,0,2,6^8,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[],"['3', '3', '6', '6']",[],[],[],2.57
28.07.2022,Navone M.,2,5,6,6,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['1', '0', '4', '3']","['2', '1', '5', '2', '6', '3']","['5', '3']",[],[],1.14
28.07.2022,Revelli G.,1,7,3,3,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['2', '2', '5', '5', '7', '5']","['3', '5']",[],[],[],5.55
27.07.2022,Navone M.,2,7^7,4,6,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['2', '1', '3', '2', '5', '2']","['2', '4', '4', '4']","['2', '2', '5', '3']",[],[],1.79
27.07.2022,Merida Aguilar D.,1,6^4,6,3,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['2', '2', '3', '5', '5', '5']","['1', '0', '3', '0', '5', '4']","['2', '1']",[],[],1.98
CHALLENGER MEN - SINGLES :  Buenos Aires (Argentina),clay,header
26.06.2022,Navone M.,0,4,0,,,,0,2,79%,50% (21/42),36% (4/11),38% (3/8),32% (11/34),36% (5/14),25% (1/4),5,46% (24/52),33% (16/48),40% (40/100),2,38% (3/8),13% (1/8),25% (4/16),"['1', '2']",[],[],[],[],3.82
26.06.2022,Comesana F.,2,6,6,,,,0,0,71%,68% (23/34),64% (9/14),75% (3/4),50% (21/42),64% (7/11),63% (5/8),5,67% (32/48),54% (28/52),60% (60/100),8,88% (7/8),63% (5/8),75% (12/16),"['2', '0', '6', '4']","['2', '0', '4', '0', '6', '0']",[],[],[],1.27
25.06.2022,Navone M.,2,7,6,,,,1,0,76%,65% (24/37),67% (8/12),50% (2/4),48% (24/50),61% (23/38),33% (6/18),6,65% (32/49),53% (47/88),58% (79/137),8,78% (7/9),67% (6/9),72% (13/18),"['3', '3', '4', '4', '7', '5']","['2', '0', '4', '0', '6', '0']",[],[],[],1.46
25.06.2022,Jaziri M.,0,5,0,,,,2,3,57%,52% (26/50),39% (15/38),67% (12/18),35% (13/37),33% (4/12),50% (2/4),5,47% (41/88),35% (17/49),42% (58/137),3,33% (3/9),22% (2/9),28% (5/18),"['2', '1', '4', '3']",[],[],[],[],2.74
24.06.2022,Navone M.,2,3,6,6,,,1,1,69%,67% (41/61),50% (14/28),82% (9/11),40% (23/58),64% (18/28),33% (5/15),9,62% (55/89),48% (41/86),55% (96/175),6,83% (10/12),42% (5/12),63% (15/24),[],"['2', '0', '4', '0', '6', '0']","['1', '1', '4', '2']",[],[],3.68
24.06.2022,Ficovich J. P.,1,6,0,3,,,1,1,67%,60% (35/58),36% (10/28),67% (10/15),33% (20/61),50% (14/28),18% (2/11),5,52% (45/86),38% (34/89),45% (79/175),3,58% (7/12),17% (2/12),38% (9/24),"['5', '3']",[],"['1', '0']",[],[],1.28
23.06.2022,Navone M.,2,6,4,6,,,0,1,74%,63% (37/59),48% (10/21),64% (7/11),58% (25/43),63% (20/32),53% (8/15),7,59% (47/80),60% (45/75),59% (92/155),6,67% (8/12),73% (8/11),70% (16/23),"['2', '0', '5', '1']","['1', '0', '3', '4', '4', '5']","['1', '0', '3', '0', '5', '0']",[],[],3.44
23.06.2022,Hardt N.,1,1,6,0,,,0,4,57%,42% (18/43),38% (12/32),47% (7/15),37% (22/59),52% (11/21),36% (4/11),4,40% (30/75),41% (33/80),41% (63/155),4,27% (3/11),33% (4/12),30% (7/23),[],"['2', '2', '4', '2', '5', '3', '6', '4']",[],[],[],1.31
22.06.2022,Navone M.,2,6,3,6,,,0,0,62%,58% (29/50),52% (16/31),44% (4/9),44% (27/61),57% (16/28),60% (6/10),9,56% (45/81),47% (41/87),51% (86/168),4,64% (9/14),43% (6/14),54% (15/28),"['3', '1', '4', '2', '6', '4']","['2', '4']","['4', '3', '6', '3']",[],[],1.49
22.06.2022,Aboian V.,1,4,6,3,,,1,0,69%,56% (34/61),43% (12/28),40% (4/10),42% (21/50),48% (15/31),56% (5/9),14,53% (46/87),44% (36/81),49% (82/168),4,57% (8/14),36% (5/14),46% (13/28),"['2', '3', '4', '5']","['2', '1', '4', '1', '6', '3']",[],[],[],2.58
CHALLENGER MEN - SINGLES :  Corrientes (Argentina),clay,header
19.06.2022,Navone M.,0,0,3,,,,0,2,61%,37% (10/27),29% (5/17),33% (3/9),38% (15/40),54% (7/13),40% (2/5),4,34% (15/44),42% (22/53),38% (37/97),1,14% (1/7),25% (2/8),20% (3/15),[],"['1', '2', '2', '3']",[],[],[],3.56
19.06.2022,Comesana F.,2,6,6,,,,0,1,75%,63% (25/40),46% (6/13),60% (3/5),63% (17/27),71% (12/17),67% (6/9),7,58% (31/53),66% (29/44),62% (60/97),8,75% (6/8),86% (6/7),80% (12/15),"['2', '0', '4', '0', '6', '0']","['2', '0', '3', '1', '4', '2']",[],[],[],1.30
