Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds

CHALLENGER MEN - SINGLES Liberec (Czech Republic),clay,header
29.07.,Berrettini J.,1,,,,,,4,4,57%,54% (28/52),38% (15/40),60% (12/20),40% (25/63),58% (14/24),50% (5/10),47% (43/92),45% (39/87),46% (82/179),3,0,43% (6/14),36% (5/14),39% (11/28),[],[],[],[],[],0
29.07.,Dedura D.,2,,,,,,1,2,72%,60% (38/63),42% (10/24),50% (5/10),46% (24/52),63% (25/40),40% (8/20),55% (48/87),53% (49/92),54% (97/179),7,0,64% (9/14),57% (8/14),61% (17/28),[],[],[],[],[],0
ITF MEN - SINGLES M25 Gandia (Spain),clay,header
CHALLENGER MEN - SINGLES Troyes (France),clay,header
05.07.,Berrettini J.,0,,,,,,6,4,47%,59% (23/39),50% (22/44),73% (11/15),29% (11/38),47% (14/30),67% (2/3),54% (45/83),37% (25/68),46% (70/151),4,2,64% (7/11),18% (2/11),41% (9/22),[],[],[],[],[],0
05.07.,Hemery C.,2,,,,,,3,7,56%,71% (27/38),53% (16/30),33% (1/3),41% (16/39),50% (22/44),27% (4/15),63% (43/68),46% (38/83),54% (81/151),6,0,82% (9/11),36% (4/11),59% (13/22),[],[],[],[],[],0
04.07.,Berrettini J.,2,,,,,,8,2,54%,79% (30/38),64% (21/33),67% (2/3),22% (7/32),50% (18/36),33% (2/6),72% (51/71),37% (25/68),55% (76/139),6,0,91% (10/11),20% (2/10),57% (12/21),[],[],[],[],[],0
04.07.,Gombos N.,0,,,,,,1,5,47%,78% (25/32),50% (18/36),67% (4/6),21% (8/38),36% (12/33),33% (1/3),63% (43/68),28% (20/71),45% (63/139),4,0,80% (8/10),9% (1/11),43% (9/21),[],[],[],[],[],0
02.07.,Berrettini J.,2,,,,,,6,6,52%,83% (39/47),44% (19/43),78% (7/9),20% (7/35),44% (16/36),60% (3/5),64% (58/90),32% (23/71),50% (81/161),6,0,87% (13/15),21% (3/14),55% (16/29),[],[],[],[],[],0
02.07.,Faurel T.,1,,,,,,4,3,49%,80% (28/35),56% (20/36),40% (2/5),17% (8/47),56% (24/43),22% (2/9),68% (48/71),36% (32/90),50% (80/161),4,0,79% (11/14),13% (2/15),45% (13/29),[],[],[],[],[],0
30.06.,Berrettini J.,2,,,,,,5,5,58%,80% (40/50),61% (22/36),100% (3/3),18% (7/40),48% (21/44),0% (0/2),72% (62/86),33% (28/84),53% (90/170),7,0,100% (12/12),0% (0/12),50% (12/24),[],[],[],[],[],0
30.06.,Rosenkranz M.,0,,,,,,9,6,48%,83% (33/40),52% (23/44),100% (2/2),20% (10/50),39% (14/36),0% (0/3),67% (56/84),28% (24/86),47% (80/170),3,0,100% (12/12),0% (0/12),50% (12/24),[],[],[],[],[],0
CHALLENGER MEN - SINGLES Milan (Italy),clay,header
25.06.,Berrettini J.,0,,,,,,0,3,49%,35% (7/20),38% (8/21),14% (1/7),27% (6/22),46% (11/24),40% (2/5),37% (15/41),37% (17/46),37% (32/87),1,0,14% (1/7),25% (2/8),20% (3/15),[],[],[],[],[],0
25.06.,Prizmic D.,2,,,,,,2,5,48%,73% (16/22),54% (13/24),60% (3/5),65% (13/20),62% (13/21),86% (6/7),63% (29/46),63% (26/41),63% (55/87),9,0,75% (6/8),86% (6/7),80% (12/15),[],[],[],[],[],0
