Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,219/178,125/100,76/60,18/18,-,-
2024,29/19,26/13,1/4,2/2,-,-
2023,13/14,5/6,8/8,-,-,-
2022,9/12,4/3,5/4,0/5,-,-
2021,23/27,17/22,6/5,-,-,-
2020,16/14,5/5,11/9,-,-,-
2019,34/29,20/19,14/10,-,-,-
2018,41/27,29/15,8/8,4/4,-,-
2017,37/20,10/10,22/10,5/0,-,-
2016,12/11,9/7,1/1,2/3,-,-
2015,3/2,-,0/1,3/1,-,-
2012,2/3,-,-,2/3,-,-
