Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
CHALLENGER MEN - SINGLES :  Lisbon (Portugal),clay,header
29.09. 20:50,Ritschard A.,2,6,6^3,6,,,3,2,63%,67% (46/69),54% (22/41),73% (8/11),41% (25/61),44% (17/39),42% (5/12),9,62% (68/110),42% (42/100),52% (110/210),3,81% (13/16),36% (5/14),60% (18/30),"['2', '0', '4', '2', '5', '3']","['4', '5']","['4', '2']",[],[],2.21
29.09. 20:50,Collignon R.,1,3,7^7,3,,,3,7,61%,59% (36/61),56% (22/39),58% (7/12),33% (23/69),46% (19/41),27% (3/11),6,58% (58/100),38% (42/110),48% (100/210),3,64% (9/14),19% (3/16),40% (12/30),"['2', '3', '3', '4']","['4', '2']",[],[],[],1.62
28.09. 22:05,Ritschard A.,2,7^7,6,,,,0,3,68%,82% (31/38),33% (6/18),0% (0/1),56% (24/43),43% (6/14),67% (4/6),6,66% (37/56),53% (30/57),59% (67/113),8,89% (8/9),44% (4/9),67% (12/18),"['3', '2']","['2', '0', '4', '0', '6', '0']",[],[],[],1.57
28.09. 22:05,Nava E.,0,6^3,0,,,,1,1,75%,44% (19/43),57% (8/14),33% (2/6),18% (7/38),67% (12/18),100% (1/1),4,47% (27/57),34% (19/56),41% (46/113),3,56% (5/9),11% (1/9),33% (6/18),"['5', '5']",[],[],[],[],2.42
28.09. 15:55,Ritschard A.,2,6,4,6,,,2,2,55%,75% (27/36),47% (14/30),33% (2/6),44% (27/61),63% (15/24),100% (7/7),7,62% (41/66),49% (42/85),55% (83/151),5,69% (9/13),50% (7/14),59% (16/27),"['1', '0', '4', '3', '6', '3']",[],"['1', '1', '3', '1', '5', '1', '6', '2']",[],[],1.53
28.09. 15:55,Barrios Vera T.,1,3,6,2,,,1,1,72%,56% (34/61),38% (9/24),0% (0/7),25% (9/36),53% (16/30),67% (4/6),8,51% (43/85),38% (25/66),45% (68/151),3,50% (7/14),31% (4/13),41% (11/27),"['3', '3']","['4', '3']","['1', '0', '2', '5']",[],[],2.40
27.09. 21:05,Ritschard A.,2,6,6,,,,2,1,75%,77% (23/30),60% (6/10),100% (3/3),52% (11/21),65% (13/20),63% (5/8),8,73% (29/40),59% (24/41),65% (53/81),11,100% (7/7),71% (5/7),86% (12/14),"['2', '1', '4', '1', '6', '1']","['2', '0', '4', '0']",[],[],[],1.18
27.09. 21:05,Pavlovic L.,0,1,1,,,,2,7,51%,48% (10/21),35% (7/20),38% (3/8),23% (7/30),40% (4/10),0% (0/3),4,41% (17/41),28% (11/40),35% (28/81),1,29% (2/7),0% (0/7),14% (2/14),[],[],[],[],[],4.41
23.09. 19:40,Ritschard A.,2,7,4,6,,,2,6,74%,68% (50/74),46% (12/26),60% (6/10),36% (21/59),49% (25/51),42% (5/12),5,62% (62/100),42% (46/110),51% (108/210),3,75% (12/16),31% (5/16),53% (17/32),"['2', '1', '3', '2', '6', '5']","['4', '5']","['3', '2']",[],[],1.38
23.09. 19:40,Gea A.,1,5,6,4,,,7,4,54%,64% (38/59),51% (26/51),58% (7/12),32% (24/74),54% (14/26),40% (4/10),4,58% (64/110),38% (38/100),49% (102/210),3,69% (11/16),25% (4/16),47% (15/32),"['2', '2', '4', '4']","['5', '3', '6', '4']",[],[],[],2.89
CHALLENGER MEN - SINGLES :  Seville (Spain),clay,header
07.09. 00:40,Ritschard A.,1,6^6,7^7,6^4,,,3,4,60%,63% (50/79),57% (30/53),62% (8/13),29% (23/80),52% (25/48),63% (5/8),5,61% (80/132),38% (48/128),49% (128/260),3,72% (13/18),28% (5/18),50% (18/36),"['2', '1']","['1', '1', '5', '5']","['1', '0', '5', '4']",[],[],2.08
07.09. 00:40,Altmaier D.,2,7^8,6^3,7^7,,,12,4,63%,71% (57/80),48% (23/48),38% (3/8),37% (29/79),43% (23/53),38% (5/13),7,63% (80/128),39% (52/132),51% (132/260),3,72% (13/18),28% (5/18),50% (18/36),"['4', '4']","['1', '0', '5', '4']","['1', '1', '5', '5']",[],[],1.71
06.09. 01:10,Ritschard A.,2,6,6,,,,3,1,65%,82% (28/34),61% (11/18),0% (0/1),33% (17/51),60% (15/25),27% (3/11),7,75% (39/52),42% (32/76),55% (71/128),3,90% (9/10),30% (3/10),60% (12/20),"['3', '2']","['3', '2', '5', '4']",[],[],[],1.26
