Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,112/100,17/13,78/64,17/23,-,-
2024,16/20,1/1,13/17,2/2,-,-
2023,20/18,-,12/8,8/10,-,-
2022,21/16,0/1,20/12,1/3,-,-
2021,16/6,8/4,8/2,-,-,-
2020,4/2,-,4/2,-,-,-
2019,3/5,0/1,1/3,2/1,-,-
2018,6/5,-,5/3,1/2,-,-
2017,1/1,-,1/1,-,-,-
2016,2/1,-,2/1,-,-,-
2015,11/12,1/1,9/10,1/1,-,-
2014,9/10,7/5,0/2,2/3,-,-
2013,3/4,-,3/3,0/1,-,-
