Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,198/165,142/127,51/35,-,-,5/3
2024,13/19,13/18,0/1,-,-,-
2023,28/32,24/25,4/7,-,-,-
2022,40/27,31/21,4/3,-,-,5/3
2021,32/30,24/25,8/5,-,-,-
2020,21/10,2/2,19/8,-,-,-
2019,33/26,18/18,15/8,-,-,-
2018,23/15,22/12,1/3,-,-,-
2017,6/2,6/2,-,-,-,-
2016,2/3,2/3,-,-,-,-
2015,0/1,0/1,-,-,-,-
