Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,264/134,243/116,14/15,1/3,-,6/0
2024,42/15,42/15,-,-,-,-
2023,41/37,40/34,1/1,0/2,-,-
2022,76/20,70/20,-,-,-,6/0
2021,42/20,39/17,2/2,1/1,-,-
2020,28/11,21/8,7/3,-,-,-
2019,19/20,16/14,3/6,-,-,-
2018,16/11,15/8,1/3,-,-,-
