Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,73/83,41/37,12/9,5/16,-,15/21
2023,29/31,19/14,6/5,-,-,4/12
2022,41/36,19/12,6/4,5/11,-,11/9
2021,3/16,3/11,-,0/5,-,-
