Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,104/53,8/5,46/26,50/20,0/2,-
2024,23/16,-,9/8,14/6,0/2,-
2023,53/25,-,23/13,30/12,-,-
2022,20/7,-,14/5,6/2,-,-
2018,6/4,6/4,-,-,-,-
2017,2/1,2/1,-,-,-,-
