Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,45/93,15/37,30/50,0/6,-,-
2024,5/16,2/9,3/7,-,-,-
2023,11/23,5/11,6/10,0/2,-,-
2022,7/18,2/5,5/11,0/2,-,-
2021,9/12,4/6,5/6,-,-,-
2020,9/13,1/2,8/11,-,-,-
2019,1/3,1/2,-,0/1,-,-
2018,1/6,0/2,1/3,0/1,-,-
2016,0/1,-,0/1,-,-,-
2015,2/1,-,2/1,-,-,-
