Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,184/148,138/107,35/25,11/16,-,-
2024,29/21,26/18,-,3/3,-,-
2023,21/20,21/20,-,-,-,-
2022,39/20,38/17,1/2,0/1,-,-
2021,33/21,26/15,5/5,2/1,-,-
2020,7/7,2/3,3/2,2/2,-,-
2019,19/21,3/10,15/9,1/2,-,-
2018,8/11,2/6,6/4,0/1,-,-
2017,13/13,12/10,0/1,1/2,-,-
2016,11/9,5/5,5/2,1/2,-,-
2015,4/4,3/2,-,1/2,-,-
2014,0/1,0/1,-,-,-,-
