Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,194/114,129/63,48/39,6/5,6/4,5/3
2024,25/21,10/8,10/10,2/2,3/1,-
2023,28/19,14/4,8/10,4/2,2/2,0/1
2022,44/23,31/14,12/5,0/1,1/1,0/2
2021,14/11,3/5,11/6,-,-,-
2020,24/13,12/7,7/6,-,-,5/0
2019,43/16,43/14,0/2,-,-,-
2018,12/8,12/8,-,-,-,-
2017,4/3,4/3,-,-,-,-
