Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,105/71,45/33,54/37,0/1,-,6/0
2024,15/16,8/8,7/8,-,-,-
2023,36/23,8/8,28/15,-,-,-
2022,36/20,16/9,14/10,0/1,-,6/0
2021,15/10,13/8,2/2,-,-,-
2020,3/2,-,3/2,-,-,-
