Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,133/69,8/6,41/22,73/22,11/19,-
2024,15/14,-,12/7,2/1,1/6,-
2023,39/15,-,17/4,20/6,2/5,-
2022,28/14,-,4/3,18/6,6/5,-
2021,16/14,7/4,7/6,0/1,2/3,-
2020,32/8,-,1/1,31/7,-,-
2019,3/4,1/2,0/1,2/1,-,-
