Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,55/44,17/15,28/19,9/6,0/1,1/3
2024,16/9,0/1,13/8,3/0,-,-
2023,10/6,-,6/4,4/2,-,-
2022,1/3,-,-,-,-,1/3
2021,6/3,-,6/3,-,-,-
2019,4/4,2/1,2/2,-,0/1,-
2018,15/12,12/7,1/2,2/3,-,-
2017,3/6,3/5,-,0/1,-,-
2015,0/1,0/1,-,-,-,-
