Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,165/80,101/34,36/23,27/22,1/1,-
2024,61/15,46/6,5/3,10/6,-,-
2023,15/17,6/6,-,8/10,1/1,-
2022,61/22,38/12,14/4,9/6,-,-
2021,20/20,9/9,11/11,-,-,-
2020,8/6,2/1,6/5,-,-,-
