Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,79/130,36/73,43/55,0/2,-,-
2024,47/38,24/24,23/14,-,-,-
2023,28/52,11/26,17/24,0/2,-,-
2022,3/28,0/13,3/15,-,-,-
2021,1/9,1/8,0/1,-,-,-
2020,0/3,0/2,0/1,-,-,-
