Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,151/150,33/52,84/63,6/6,-,28/29
2024,41/34,-,41/34,-,-,-
2023,41/31,-,28/14,-,-,13/17
2022,19/13,4/5,3/2,2/1,-,10/5
2021,9/13,5/6,-,4/5,-,0/2
2020,0/1,0/1,-,-,-,-
2019,15/24,14/19,1/2,-,-,0/3
2018,15/14,2/4,10/8,-,-,3/2
2017,9/9,6/8,1/1,-,-,2/0
2016,2/3,2/3,-,-,-,-
2015,0/2,-,0/2,-,-,-
2014,0/2,0/2,-,-,-,-
2012,0/3,0/3,-,-,-,-
2011,0/1,0/1,-,-,-,-
