Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,400/267,293/159,74/69,7/13,11/15,15/11
2024,16/18,9/9,6/7,-,0/1,1/1
2023,43/21,20/8,14/7,2/2,4/3,3/1
2022,38/23,28/15,8/5,0/2,-,2/1
2021,45/22,32/17,13/4,-,-,0/1
2020,1/7,0/1,1/6,-,-,-
2019,25/30,16/12,4/10,0/2,3/4,2/2
2018,30/24,18/10,8/7,0/4,1/2,3/1
2017,45/25,27/12,13/10,-,3/2,2/1
2016,62/30,56/23,1/2,5/3,-,0/2
2015,21/23,17/12,2/8,-,0/3,2/0
2014,57/25,54/23,3/2,-,-,-
2013,10/14,10/13,-,-,-,0/1
2012,7/5,6/4,1/1,-,-,-
