Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
ITF MEN - SINGLES :  M25 Brazzaville 2 (Republic of the Congo),clay,header
08.08. 14:30,Bhat A. P.,0,3,5,,,,[],"['3', '5', '5', '5']",[],[],[],2.56
08.08. 14:30,Kalyanpur A.,2,6,7,,,,"['3', '1']","['1', '0', '4', '1', '6', '5']",[],[],[],1.47
07.08. 14:30,Bhat A. P.,2,6,6^2,6,,,"['2', '1', '5', '2']","['1', '0', '4', '3', '5', '4']","['4', '2']",[],[],1.41
07.08. 14:30,Teboh E.,1,2,7^7,3,,,[],"['1', '1', '4', '4', '5', '5']",[],[],[],2.75
ITF MEN - SINGLES :  M25 Brazzaville (Republic of the Congo),clay,header
02.08. 15:30,Bhat A. P.,0,0,4,,,,[],"['4', '4']",[],[],[],10.50
02.08. 15:30,Vanshelboim E.,2,6,6,,,,"['1', '0', '3', '0', '5', '0']","['4', '3', '5', '4']",[],[],[],1.03
01.08. 16:10,Bhat A. P.,2,7,2,6,,,"['1', '0', '3', '2', '6', '5']",[],"['4', '3', '6', '3']",[],[],0
01.08. 16:10,Sibanda M. D. A.,1,5,6,3,,,"['2', '2', '3', '3']","['3', '1', '6', '2']",[],[],[],0
31.07. 14:30,Bhat A. P.,2,4,7,7^10,,,"['3', '3', '4', '4']","['2', '2', '4', '2', '7', '5']","['2', '0', '4', '4']",[],[],1.84
31.07. 14:30,Reddy R.,1,6,5,6^8,,,"['1', '0', '4', '3', '5', '4']","['1', '0', '4', '5']","['1', '2', '3', '2']",[],[],1.88
ITF MEN - SINGLES :  M15 Hong Kong 2 (Hong Kong),hard,header
ITF MEN - SINGLES :  M25 Brazzaville 2 (Republic of the Congo),clay,header
25.07.2023,Bhat A. P.,1,4,6,4,,,[],[],[],[],[],1.74
25.07.2023,Perez B.,2,6,1,6,,,[],[],[],[],[],1.98
ITF MEN - SINGLES :  M25 Brazzaville (Republic of the Congo),clay,header
ITF MEN - SINGLES :  M25 Jakarta 4 (Indonesia),hard,header
BOYS - SINGLES :  Australian Open (Australia) - Qualification,hard,header
