Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,137/66,82/33,36/22,16/9,-,3/2
2024,47/20,37/14,5/3,4/3,-,1/0
2023,48/21,31/8,14/11,2/1,-,1/1
2022,26/15,12/7,9/4,4/3,-,1/1
2021,13/9,2/4,8/4,3/1,-,-
2019,3/1,-,-,3/1,-,-
