Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
CHALLENGER MEN - SINGLES :  Ostrava (Czech Republic),clay,header
CHALLENGER MEN - SINGLES :  Oeiras 3 (Portugal),clay,header
20.04. 18:35,Moller E.,2,6,6,,,,3,0,62%,64% (18/28),76% (13/17),0% (0/1),51% (18/35),60% (15/25),63% (5/8),31,19,40% (2/5),70% (30/43),58% (30/52),63% (60/95),5,0,88% (7/8),63% (5/8),75% (12/16),[],[],[],[],[],2.42
20.04. 18:35,Comesana F.,0,0,4,,,,4,3,58%,49% (17/35),40% (10/25),38% (3/8),36% (10/28),24% (4/17),100% (1/1),11,21,75% (6/8),42% (22/52),30% (13/43),37% (35/95),5,0,38% (3/8),13% (1/8),25% (4/16),[],[],[],[],[],1.57
19.04. 15:30,Moller E.,2,6,6,,,,3,3,56%,73% (22/30),58% (14/24),75% (3/4),48% (27/56),45% (13/29),31% (4/13),25,22,78% (7/9),67% (36/54),47% (40/85),55% (76/139),4,0,89% (8/9),44% (4/9),67% (12/18),[],[],[],[],[],2.12
19.04. 15:30,Safiullin R.,0,2,4,,,,4,1,66%,52% (29/56),55% (16/29),69% (9/13),27% (8/30),42% (10/24),25% (1/4),20,32,86% (6/7),53% (45/85),33% (18/54),45% (63/139),6,0,56% (5/9),11% (1/9),33% (6/18),[],[],[],[],[],1.67
18.04. 20:45,Moller E.,2,6,7^7,,,,5,5,64%,82% (40/49),30% (8/27),71% (5/7),39% (20/51),67% (16/24),40% (4/10),1,2,63% (48/76),48% (36/75),56% (84/151),6,0,80% (8/10),44% (4/9),63% (12/19),[],[],[],[],[],1.20
18.04. 20:45,Bertola R.,0,1,6^5,,,,2,7,68%,61% (31/51),33% (8/24),60% (6/10),18% (9/49),70% (19/27),29% (2/7),1,2,52% (39/75),37% (28/76),44% (67/151),4,0,56% (5/9),20% (2/10),37% (7/19),[],[],[],[],[],4.22
15.04. 19:05,Moller E.,2,6,6^2,6,,,2,5,60%,64% (41/64),56% (24/43),71% (5/7),35% (17/48),51% (18/35),45% (5/11),61% (65/107),42% (35/83),53% (100/190),7,0,87% (13/15),38% (5/13),64% (18/28),[],[],[],[],[],1.76
15.04. 19:05,Monteiro T.,1,3,7^7,1,,,2,2,58%,65% (31/48),49% (17/35),55% (6/11),36% (23/64),44% (19/43),29% (2/7),58% (48/83),39% (42/107),47% (90/190),3,0,62% (8/13),13% (2/15),36% (10/28),[],[],[],[],[],1.97
CHALLENGER MEN - SINGLES :  Menorca (Spain),clay,header
04.04. 20:50,Moller E.,0,3,4,,,,0,1,62%,54% (21/39),46% (11/24),58% (7/12),44% (18/41),45% (10/22),50% (3/6),17,31,43% (3/7),51% (32/63),44% (28/63),48% (60/126),5,0,44% (4/9),30% (3/10),37% (7/19),[],[],[],[],[],1.61
04.04. 20:50,Neumayer L.,2,6,6,,,,0,1,65%,56% (23/41),55% (12/22),50% (3/6),46% (18/39),54% (13/24),42% (5/12),11,25,83% (5/6),56% (35/63),49% (31/63),52% (66/126),5,0,70% (7/10),56% (5/9),63% (12/19),[],[],[],[],[],2.23
03.04. 16:05,Moller E.,2,7^9,6,,,,4,4,61%,73% (32/44),46% (13/28),75% (3/4),31% (9/29),56% (20/36),80% (4/5),26,23,82% (9/11),63% (45/72),45% (29/65),54% (74/137),8,0,89% (8/9),44% (4/9),67% (12/18),[],[],[],[],[],1.55
03.04. 16:05,Hassan B.,0,6^7,0,,,,0,4,45%,69% (20/29),44% (16/36),20% (1/5),27% (12/44),54% (15/28),25% (1/4),19,28,75% (3/4),55% (36/65),38% (27/72),46% (63/137),2,0,56% (5/9),11% (1/9),33% (6/18),[],[],[],[],[],2.36
02.04. 20:20,Moller E.,2,6,6,,,,2,7,67%,64% (27/42),43% (9/21),80% (8/10),46% (21/46),60% (15/25),45% (5/11),35,50,75% (9/12),57% (36/63),51% (36/71),54% (72/134),6,0,78% (7/9),56% (5/9),67% (12/18),[],[],[],[],[],1.27
02.04. 20:20,Alcala Gurri M.,0,3,3,,,,0,5,65%,54% (25/46),40% (10/25),55% (6/11),36% (15/42),57% (12/21),20% (2/10),3,22,67% (2/3),49% (35/71),43% (27/63),46% (62/134),4,0,44% (4/9),22% (2/9),33% (6/18),[],[],[],[],[],3.54
CHALLENGER MEN - SINGLES :  Girona (Spain),clay,header
30.03. 15:40,Moller E.,0,3,4,,,,3,4,73%,63% (32/51),53% (10/19),50% (2/4),27% (11/41),43% (15/35),0% (0/8),60% (42/70),34% (26/76),47% (68/146),5,1,78% (7/9),0% (0/10),37% (7/19),[],[],[],[],[],2.33
30.03. 15:40,Cilic M.,2,6,6,,,,8,5,54%,73% (30/41),57% (20/35),100% (8/8),37% (19/51),47% (9/19),50% (2/4),66% (50/76),40% (28/70),53% (78/146),5,0,100% (10/10),22% (2/9),63% (12/19),[],[],[],[],[],1.56
29.03. 15:30,Moller E.,2,6,6,,,,0,4,71%,69% (24/35),43% (6/14),0% (0/2),54% (15/28),86% (12/14),86% (6/7),61% (30/49),64% (27/42),63% (57/91),8,0,75% (6/8),86% (6/7),80% (12/15),[],[],[],[],[],2.38
29.03. 15:30,Lajovic D.,0,2,1,,,,0,1,67%,46% (13/28),14% (2/14),14% (1/7),31% (11/35),57% (8/14),100% (2/2),36% (15/42),39% (19/49),37% (34/91),2,1,14% (1/7),25% (2/8),20% (3/15),[],[],[],[],[],1.54
28.03. 18:05,Moller E.,2,6,7^7,,,,5,4,56%,68% (38/56),50% (22/44),89% (8/9),38% (16/42),53% (21/40),33% (3/9),60% (60/100),45% (37/82),53% (97/182),7,0,90% (9/10),27% (3/11),57% (12/21),[],[],[],[],[],1.50
28.03. 18:05,Hassan B.,0,3,6^3,,,,3,1,51%,62% (26/42),48% (19/40),67% (6/9),32% (18/56),50% (22/44),11% (1/9),55% (45/82),40% (40/100),47% (85/182),3,1,73% (8/11),10% (1/10),43% (9/21),[],[],[],[],[],2.48
27.03. 15:05,Moller E.,2,6,6,,,,0,2,67%,71% (22/31),60% (9/15),67% (2/3),50% (21/42),69% (11/16),56% (5/9),67% (31/46),55% (32/58),61% (63/104),7,0,88% (7/8),63% (5/8),75% (12/16),[],[],[],[],[],1.64
27.03. 15:05,Budkov Kjaer N.,0,4,0,,,,2,3,72%,50% (21/42),31% (5/16),44% (4/9),29% (9/31),40% (6/15),33% (1/3),45% (26/58),33% (15/46),39% (41/104),3,0,38% (3/8),13% (1/8),25% (4/16),[],[],[],[],[],2.18
25.03. 21:50,Moller E.,2,7^7,6,,,,3,3,67%,70% (30/43),48% (10/21),63% (5/8),39% (14/36),58% (21/36),56% (5/9),63% (40/64),49% (35/72),55% (75/136),8,0,70% (7/10),50% (5/10),60% (12/20),[],[],[],[],[],2.46
25.03. 21:50,Coria F.,0,6^4,2,,,,3,1,50%,61% (22/36),42% (15/36),44% (4/9),30% (13/43),52% (11/21),38% (3/8),51% (37/72),38% (24/64),45% (61/136),2,0,50% (5/10),30% (3/10),40% (8/20),[],[],[],[],[],1.51
CHALLENGER MEN - SINGLES :  Murcia (Spain),clay,header
20.03. 16:40,Moller E.,0,4,4,,,,5,5,68%,53% (25/47),41% (9/22),17% (1/6),28% (9/32),50% (10/20),50% (3/6),49% (34/69),37% (19/52),44% (53/121),4,0,50% (5/10),30% (3/10),40% (8/20),[],[],[],[],[],1.83
20.03. 16:40,Coppejans K.,2,6,6,,,,6,1,62%,72% (23/32),50% (10/20),50% (3/6),47% (22/47),59% (13/22),83% (5/6),63% (33/52),51% (35/69),56% (68/121),6,0,70% (7/10),50% (5/10),60% (12/20),[],[],[],[],[],1.89
19.03. 18:20,Moller E.,2,4,7,6,,,2,6,67%,65% (46/71),31% (11/35),56% (9/16),51% (38/75),50% (17/34),57% (8/14),54% (57/106),50% (55/109),52% (112/215),8,0,56% (9/16),50% (8/16),53% (17/32),[],[],[],[],[],1.36
19.03. 18:20,Damas M.,1,6,5,4,,,0,2,69%,49% (37/75),50% (17/34),43% (6/14),35% (25/71),69% (24/35),44% (7/16),50% (54/109),46% (49/106),48% (103/215),2,1,50% (8/16),44% (7/16),47% (15/32),[],[],[],[],[],2.99
CHALLENGER MEN - SINGLES :  Bengaluru (India),hard,header
24.02. 14:40,Moller E.,0,3,4,,,,2,8,41%,77% (20/26),43% (16/37),67% (6/9),28% (11/40),31% (5/16),100% (1/1),57% (36/63),29% (16/56),44% (52/119),4,2,67% (6/9),10% (1/10),37% (7/19),[],[],[],[],[],1.43
24.02. 14:40,Mejia N.,2,6,6,,,,5,1,71%,73% (29/40),69% (11/16),0% (0/1),23% (6/26),57% (21/37),33% (3/9),71% (40/56),43% (27/63),56% (67/119),6,0,90% (9/10),33% (3/9),63% (12/19),[],[],[],[],[],2.82
CHALLENGER MEN - SINGLES :  Pune (India),hard,header
17.02. 15:10,Moller E.,1,7,2,4,,,4,3,61%,66% (42/64),49% (20/41),67% (10/15),23% (12/53),52% (13/25),50% (3/6),59% (62/105),32% (25/78),48% (87/183),3,0,67% (10/15),20% (3/15),43% (13/30),[],[],[],[],[],2.23
17.02. 15:10,Vacherot V.,2,5,6,6,,,6,2,68%,77% (41/53),48% (12/25),50% (3/6),34% (22/64),51% (21/41),33% (5/15),68% (53/78),41% (43/105),52% (96/183),7,0,80% (12/15),33% (5/15),57% (17/30),[],[],[],[],[],1.61
CHALLENGER MEN - SINGLES :  New Delhi (India),hard,header
11.02. 15:10,Moller E.,0,3,1,,,,1,10,38%,65% (17/26),40% (17/42),67% (8/12),12% (3/25),44% (12/27),0% (0/4),50% (34/68),29% (15/52),41% (49/120),3,1,50% (4/8),0% (0/8),25% (4/16),[],[],[],[],[],1.89
11.02. 15:10,Ymer E.,2,6,6,,,,2,4,48%,88% (22/25),56% (15/27),100% (4/4),35% (9/26),60% (25/42),33% (4/12),71% (37/52),50% (34/68),59% (71/120),7,0,100% (8/8),50% (4/8),75% (12/16),[],[],[],[],[],1.83
ATP - SINGLES :  Davis Cup - World Group (World) - Qualification,-,header
01.02. 20:30,Moller E.,2,1,6,6,,,2,4,71%,62% (32/52),81% (17/21),20% (1/5),31% (16/52),61% (17/28),40% (4/10),62% (49/79),41% (33/80),52% (82/159),6,0,69% (9/13),31% (4/13),50% (13/26),[],[],[],[],[],3.33
01.02. 20:30,Medjedovic H.,1,6,4,3,,,9,4,65%,69% (36/52),39% (11/28),60% (6/10),38% (20/52),48% (10/21),80% (4/5),59% (47/80),38% (30/79),48% (77/159),4,0,69% (9/13),31% (4/13),50% (13/26),[],[],[],[],[],1.30
31.01. 20:40,Moller E.,1,6,2,1,,,2,9,47%,64% (23/36),46% (19/41),58% (7/12),31% (15/49),44% (16/36),17% (2/12),55% (42/77),38% (32/85),46% (74/162),3,0,58% (7/12),17% (2/12),38% (9/24),[],[],[],[],[],3.54
31.01. 20:40,Kecmanovic M.,2,3,6,6,,,5,0,58%,69% (34/49),53% (19/36),83% (10/12),39% (14/36),54% (22/41),42% (5/12),62% (53/85),45% (35/77),54% (88/162),7,0,83% (10/12),42% (5/12),63% (15/24),[],[],[],[],[],1.27
CHALLENGER MEN - SINGLES :  Quimper (France),hard,header
25.01. 01:00,Moller E.,0,5,4,,,,2,2,54%,61% (23/38),59% (19/32),77% (10/13),16% (5/32),40% (12/30),50% (1/2),60% (42/70),27% (17/62),45% (59/132),4,2,73% (8/11),9% (1/11),41% (9/22),[],[],[],[],[],2.00
25.01. 01:00,Berankis R.,2,7,6,,,,4,2,52%,84% (27/32),60% (18/30),50% (1/2),39% (15/38),41% (13/32),23% (3/13),73% (45/62),40% (28/70),55% (73/132),6,0,91% (10/11),27% (3/11),59% (13/22),[],[],[],[],[],1.73
23.01. 21:00,Moller E.,2,6,6,,,,6,0,63%,85% (28/33),63% (12/19),0% (0/0),26% (9/35),23% (3/13),100% (2/2),77% (40/52),25% (12/48),52% (52/100),5,0,100% (10/10),20% (2/10),60% (12/20),[],[],[],[],[],2.48
23.01. 21:00,Lestienne C.,0,4,4,,,,5,0,73%,74% (26/35),77% (10/13),0% (0/2),15% (5/33),37% (7/19),0% (0/0),75% (36/48),23% (12/52),48% (48/100),5,1,80% (8/10),0% (0/10),40% (8/20),[],[],[],[],[],1.50
22.01. 16:40,Moller E.,2,6,7,,,,5,3,65%,72% (26/36),53% (10/19),50% (2/4),24% (12/49),76% (28/37),50% (5/10),65% (36/55),47% (40/86),54% (76/141),7,0,80% (8/10),45% (5/11),62% (13/21),[],[],[],[],[],1.69
22.01. 16:40,Kozlov S.,0,3,5,,,,1,0,57%,76% (37/49),24% (9/37),50% (5/10),28% (10/36),47% (9/19),50% (2/4),53% (46/86),35% (19/55),46% (65/141),3,2,55% (6/11),20% (2/10),38% (8/21),[],[],[],[],[],2.10
ATP - SINGLES :  Australian Open (Australia) - Qualification,hard,header
CHALLENGER MEN - SINGLES :  Noumea (New Caledonia),hard,header
CHALLENGER MEN - SINGLES :  Maia (Portugal),clay,header
26.11.2024,Moller E.,1,3,6,2,,,2,2,57%,64% (30/47),43% (15/35),55% (6/11),38% (20/53),52% (26/50),36% (4/11),55% (45/82),45% (46/103),49% (91/185),4,3,58% (7/12),31% (4/13),44% (11/25),[],[],[],[],[],1.37
26.11.2024,Martin Tiffon P.,2,6,2,6,,,4,0,51%,62% (33/53),48% (24/50),64% (7/11),36% (17/47),57% (20/35),45% (5/11),55% (57/103),45% (37/82),51% (94/185),6,0,69% (9/13),42% (5/12),56% (14/25),[],[],[],[],[],2.94
CHALLENGER MEN - SINGLES :  Montevideo (Uruguay),clay,header
14.11.2024,Moller E.,0,6^5,6^4,,,,0,5,65%,60% (33/55),43% (13/30),38% (3/8),35% (24/69),58% (15/26),36% (5/14),54% (46/85),41% (39/95),47% (85/180),3,1,58% (7/12),42% (5/12),50% (12/24),[],[],[],[],[],1.30
14.11.2024,Olivieri G. A.,2,7^7,7^7,,,,0,1,73%,65% (45/69),42% (11/26),64% (9/14),40% (22/55),57% (17/30),63% (5/8),59% (56/95),46% (39/85),53% (95/180),7,0,58% (7/12),42% (5/12),50% (12/24),[],[],[],[],[],3.33
13.11.2024,Moller E.,2,6,6,,,,3,6,45%,81% (17/21),58% (15/26),67% (2/3),43% (12/28),59% (26/44),45% (5/11),68% (32/47),53% (38/72),59% (70/119),5,0,88% (7/8),56% (5/9),71% (12/17),[],[],[],[],[],1.54
13.11.2024,Roca Batalla O.,0,4,1,,,,4,3,39%,57% (16/28),41% (18/44),55% (6/11),19% (4/21),42% (11/26),33% (1/3),47% (34/72),32% (15/47),41% (49/119),5,3,44% (4/9),13% (1/8),29% (5/17),[],[],[],[],[],2.38
CHALLENGER MEN - SINGLES :  Lima 2 (Peru),clay,header
11.11.2024,Moller E.,0,3,6^3,,,,3,2,61%,54% (28/52),33% (11/33),53% (8/15),43% (26/60),59% (20/34),36% (5/14),46% (39/85),49% (46/94),47% (85/179),3,2,36% (4/11),50% (5/10),43% (9/21),[],[],[],[],[],1.67
11.11.2024,Kopriva V.,2,6,7^7,,,,3,3,64%,57% (34/60),41% (14/34),64% (9/14),46% (24/52),67% (22/33),47% (7/15),51% (48/94),54% (46/85),53% (94/179),7,0,50% (5/10),64% (7/11),57% (12/21),[],[],[],[],[],2.12
10.11.2024,Moller E.,2,7,6,,,,1,1,80%,60% (28/47),50% (6/12),63% (5/8),53% (23/43),58% (14/24),64% (7/11),58% (34/59),55% (37/67),56% (71/126),7,0,67% (6/9),70% (7/10),68% (13/19),[],[],[],[],[],1.66
10.11.2024,Rocha H.,0,5,1,,,,1,2,64%,47% (20/43),42% (10/24),36% (4/11),40% (19/47),50% (6/12),38% (3/8),45% (30/67),42% (25/59),44% (55/126),3,0,30% (3/10),33% (3/9),32% (6/19),[],[],[],[],[],2.14
08.11.2024,Moller E.,2,6,3,6,,,0,5,52%,68% (28/41),47% (18/38),62% (8/13),49% (24/49),66% (19/29),70% (7/10),58% (46/79),55% (43/78),57% (89/157),8,0,62% (8/13),58% (7/12),60% (15/25),[],[],[],[],[],1.56
08.11.2024,Gaubas V.,1,4,6,0,,,1,2,63%,51% (25/49),34% (10/29),30% (3/10),32% (13/41),53% (20/38),38% (5/13),45% (35/78),42% (33/79),43% (68/157),2,1,42% (5/12),38% (5/13),40% (10/25),[],[],[],[],[],2.33
07.11.2024,Moller E.,2,6,6,,,,3,0,65%,73% (27/37),65% (13/20),100% (3/3),33% (10/30),53% (8/15),75% (3/4),70% (40/57),40% (18/45),57% (58/102),5,0,100% (9/9),33% (3/9),67% (12/18),[],[],[],[],[],2.00
07.11.2024,Galan D. E.,0,4,2,,,,4,0,67%,67% (20/30),47% (7/15),25% (1/4),27% (10/37),35% (7/20),0% (0/3),60% (27/45),30% (17/57),43% (44/102),5,0,67% (6/9),0% (0/9),33% (6/18),[],[],[],[],[],1.74
05.11.2024,Moller E.,2,6,7,,,,2,6,69%,63% (34/54),42% (10/24),63% (5/8),60% (21/35),42% (11/26),67% (6/9),56% (44/78),52% (32/61),55% (76/139),9,0,70% (7/10),55% (6/11),62% (13/21),[],[],[],[],[],1.69
05.11.2024,Torres J. B.,0,3,5,,,,0,3,57%,40% (14/35),58% (15/26),33% (3/9),37% (20/54),58% (14/24),38% (3/8),48% (29/61),44% (34/78),45% (63/139),1,0,45% (5/11),30% (3/10),38% (8/21),[],[],[],[],[],2.07
CHALLENGER MEN - SINGLES :  Guayaquil (Ecuador),clay,header
29.10.2024,Moller E.,1,6,5,4,,,3,6,53%,69% (34/49),40% (17/43),45% (5/11),35% (21/60),56% (24/43),56% (5/9),55% (51/92),44% (45/103),49% (96/195),5,3,63% (10/16),31% (5/16),47% (15/32),[],[],[],[],[],1.32
29.10.2024,Bueno G.,2,4,7,6,,,0,3,58%,65% (39/60),44% (19/43),44% (4/9),31% (15/49),60% (26/43),55% (6/11),56% (58/103),45% (41/92),51% (99/195),5,0,69% (11/16),38% (6/16),53% (17/32),[],[],[],[],[],3.20
CHALLENGER MEN - SINGLES :  Valencia (Spain),clay,header
10.10.2024,Moller E.,1,6,5,3,,,2,5,65%,63% (40/64),50% (17/34),71% (10/14),34% (24/71),50% (24/48),33% (3/9),58% (58/100),40% (48/119),48% (106/219),3,1,73% (11/15),19% (3/16),45% (14/31),[],[],[],[],[],1.27
10.10.2024,Faria J.,2,4,7,6,,,7,5,60%,66% (47/71),50% (24/48),67% (6/9),38% (24/64),50% (17/34),29% (4/14),60% (71/119),42% (42/100),52% (113/219),7,0,81% (13/16),27% (4/15),55% (17/31),[],[],[],[],[],3.54
08.10.2024,Moller E.,2,7^8,6,,,,1,4,64%,73% (30/41),52% (12/23),60% (3/5),43% (24/56),68% (15/22),57% (4/7),66% (42/64),50% (39/78),57% (81/142),8,0,80% (8/10),40% (4/10),60% (12/20),[],[],[],[],[],1.95
08.10.2024,Ramos A.,0,6^6,2,,,,1,2,72%,57% (32/56),32% (7/22),43% (3/7),27% (11/41),48% (11/23),40% (2/5),50% (39/78),34% (22/64),43% (61/142),2,1,60% (6/10),20% (2/10),40% (8/20),[],[],[],[],[],1.78
CHALLENGER MEN - SINGLES :  Braga (Portugal),clay,header
06.10.2024,Moller E.,2,6,7^7,,,,2,3,58%,78% (29/37),63% (17/27),0% (0/1),26% (13/50),58% (18/31),50% (2/4),72% (46/64),38% (31/81),53% (77/145),7,0,91% (10/11),18% (2/11),55% (12/22),[],[],[],[],[],2.01
06.10.2024,Galan D. E.,0,4,6^4,,,,8,1,62%,76% (38/50),42% (13/31),50% (2/4),22% (8/37),37% (10/27),100% (1/1),62% (50/81),28% (18/64),47% (68/145),3,1,82% (9/11),9% (1/11),45% (10/22),[],[],[],[],[],1.73
05.10.2024,Moller E.,2,7,7^7,,,,5,4,69%,77% (43/56),40% (10/25),60% (3/5),36% (20/56),50% (14/28),50% (3/6),65% (53/81),40% (34/84),53% (87/165),8,0,83% (10/12),25% (3/12),54% (13/24),[],[],[],[],[],1.68
05.10.2024,Ramos A.,0,5,6^2,,,,2,4,67%,64% (36/56),50% (14/28),50% (3/6),23% (13/56),60% (15/25),40% (2/5),60% (50/84),35% (28/81),47% (78/165),2,0,75% (9/12),17% (2/12),46% (11/24),[],[],[],[],[],2.11
04.10.2024,Moller E.,2,6,6,,,,6,1,59%,79% (23/29),45% (9/20),67% (2/3),41% (15/37),64% (14/22),63% (5/8),65% (32/49),49% (29/59),56% (61/108),7,0,88% (7/8),63% (5/8),75% (12/16),[],[],[],[],[],1.92
04.10.2024,Kopriva V.,0,3,1,,,,1,3,63%,59% (22/37),36% (8/22),38% (3/8),21% (6/29),55% (11/20),33% (1/3),51% (30/59),35% (17/49),44% (47/108),3,0,38% (3/8),13% (1/8),25% (4/16),[],[],[],[],[],1.81
01.10.2024,Moller E.,2,6,6,,,,10,3,60%,72% (28/39),42% (11/26),75% (6/8),43% (16/37),47% (8/17),100% (4/4),60% (39/65),44% (24/54),53% (63/119),5,0,80% (8/10),44% (4/9),63% (12/19),[],[],[],[],[],1.36
01.10.2024,Ferreira Silva F.,0,4,3,,,,0,0,69%,57% (21/37),53% (9/17),0% (0/4),28% (11/39),58% (15/26),25% (2/8),56% (30/54),40% (26/65),47% (56/119),5,0,56% (5/9),20% (2/10),37% (7/19),[],[],[],[],[],2.99
CHALLENGER MEN - SINGLES :  Braga (Portugal) - Qualification,clay,header
30.09.2024,Moller E.,2,6,7^7,,,,1,2,58%,64% (28/44),44% (14/32),43% (3/7),44% (17/39),55% (16/29),63% (5/8),55% (42/76),49% (33/68),52% (75/144),5,0,64% (7/11),45% (5/11),55% (12/22),[],[],[],[],[],1.40
30.09.2024,Rola B.,0,4,6^5,,,,4,2,57%,56% (22/39),45% (13/29),38% (3/8),36% (16/44),56% (18/32),57% (4/7),51% (35/68),45% (34/76),48% (69/144),5,0,55% (6/11),36% (4/11),45% (10/22),[],[],[],[],[],2.81
29.09.2024,Moller E.,2,6,7^7,,,,3,3,58%,83% (30/36),42% (11/26),0% (0/2),28% (14/50),71% (22/31),33% (3/9),66% (41/62),44% (36/81),54% (77/143),7,0,82% (9/11),27% (3/11),55% (12/22),[],[],[],[],[],1.14
29.09.2024,Bondioli F.,0,4,6^4,,,,9,7,62%,72% (36/50),29% (9/31),67% (6/9),17% (6/36),58% (15/26),100% (2/2),56% (45/81),34% (21/62),46% (66/143),3,1,73% (8/11),18% (2/11),45% (10/22),[],[],[],[],[],5.13
CHALLENGER MEN - SINGLES :  Lisbon (Portugal),clay,header
28.09.2024,Moller E.,1,7^7,2,4,,,2,5,64%,63% (45/72),43% (17/40),68% (13/19),28% (18/64),65% (22/34),30% (3/10),55% (62/112),41% (40/98),49% (102/210),5,2,60% (9/15),20% (3/15),40% (12/30),[],[],[],[],[],2.94
28.09.2024,Collignon R.,2,6^2,6,6,,,7,4,65%,72% (46/64),35% (12/34),70% (7/10),38% (27/72),58% (23/40),32% (6/19),59% (58/98),45% (50/112),51% (108/210),5,0,80% (12/15),40% (6/15),60% (18/30),[],[],[],[],[],1.37
28.09.2024,Moller E.,2,6,4,6,,,3,3,67%,68% (38/56),52% (14/27),64% (7/11),40% (31/78),65% (20/31),55% (6/11),63% (52/83),47% (51/109),54% (103/192),7,0,71% (10/14),40% (6/15),55% (16/29),[],[],[],[],[],2.05
28.09.2024,Tirante T. A.,1,4,6,3,,,4,6,72%,60% (47/78),35% (11/31),45% (5/11),32% (18/56),48% (13/27),36% (4/11),53% (58/109),37% (31/83),46% (89/192),3,0,60% (9/15),29% (4/14),45% (13/29),[],[],[],[],[],1.70
27.09.2024,Moller E.,1,6,1,,,,4,1,56%,70% (14/20),63% (10/16),100% (1/1),28% (5/18),59% (10/17),50% (2/4),67% (24/36),43% (15/35),55% (39/71),10,0,100% (5/5),40% (2/5),70% (7/10),[],[],[],[],[],2.07
27.09.2024,Roca Batalla O.,0,3,0,,,,2,2,51%,72% (13/18),41% (7/17),50% (2/4),30% (6/20),38% (6/16),0% (0/1),57% (20/35),33% (12/36),45% (32/71),0,0,60% (3/5),0% (0/5),30% (3/10),[],[],[],[],[],1.70
24.09.2024,Moller E.,2,6,6,,,,2,0,70%,77% (24/31),69% (9/13),100% (2/2),46% (18/39),58% (14/24),36% (4/11),75% (33/44),51% (33/65),61% (66/109),9,0,100% (8/8),50% (4/8),75% (12/16),[],[],[],[],[],1.65
