Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,12/14,9/12,3/2,-,-,-
2024,2/5,2/4,0/1,-,-,-
2023,2/2,2/2,-,-,-,-
2022,7/2,4/1,3/1,-,-,-
2017,0/1,0/1,-,-,-,-
2016,1/4,1/4,-,-,-,-
