Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,117/65,95/43,18/13,3/5,1/4,-
2024,14/11,8/6,5/3,-,1/2,-
2023,42/19,36/13,6/5,-,0/1,-
2022,35/17,27/9,7/5,1/2,0/1,-
2021,20/9,18/9,-,2/0,-,-
2020,6/9,6/6,-,0/3,-,-
