Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,142/173,68/93,33/39,41/41,-,-
2024,13/27,10/18,3/7,0/2,-,-
2023,16/34,10/19,6/8,0/7,-,-
2022,20/21,4/10,8/5,8/6,-,-
2021,21/18,9/10,4/4,8/4,-,-
2020,5/7,2/2,1/2,2/3,-,-
2019,22/23,13/15,1/2,8/6,-,-
2018,26/28,10/11,10/11,6/6,-,-
2017,7/7,6/5,-,1/2,-,-
2016,8/6,1/2,-,7/4,-,-
2015,4/2,3/1,-,1/1,-,-
