Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,30/29,8/10,21/18,1/1,-,-
2024,7/9,0/2,7/7,-,-,-
2023,17/11,3/2,14/9,-,-,-
2019,1/5,0/2,0/2,1/1,-,-
2018,5/4,5/4,-,-,-,-
