Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,68/46,31/27,36/17,1/2,-,-
2024,15/16,12/14,3/1,0/1,-,-
2023,38/20,15/8,22/11,1/1,-,-
2022,15/8,4/3,11/5,-,-,-
2021,0/2,0/2,-,-,-,-
